LAUS,state,county,County Name/State Abbreviation,Year,force,employed,unemployed,unemployment
CN4701700000000,47,17,"Carroll County, TN",2011,13658,11979,1679,12.3
CN4701900000000,47,19,"Carter County, TN",2011,26229,23549,2680,10.2
CN4702100000000,47,21,"Cheatham County, TN",2011,20274,18533,1741,8.6
CN4702300000000,47,23,"Chester County, TN",2011,8510,7725,785,9.2
CN4702500000000,47,25,"Claiborne County, TN",2011,13656,12125,1531,11.2
CN4702700000000,47,27,"Clay County, TN",2011,3409,3042,367,10.8
CN4702900000000,47,29,"Cocke County, TN",2011,15751,13645,2106,13.4
CN4703100000000,47,31,"Coffee County, TN",2011,24662,22175,2487,10.1
CN4703300000000,47,33,"Crockett County, TN",2011,7310,6529,781,10.7
CN4703500000000,47,35,"Cumberland County, TN",2011,23777,21328,2449,10.3
CN4703700000000,47,37,"Davidson County, TN",2011,349110,322412,26698,7.6
CN4703900000000,47,39,"Decatur County, TN",2011,5320,4692,628,11.8
CN4704100000000,47,41,"DeKalb County, TN",2011,8210,7282,928,11.3
CN4704300000000,47,43,"Dickson County, TN",2011,24270,21913,2357,9.7
CN4704500000000,47,45,"Dyer County, TN",2011,17665,15438,2227,12.6
CN4704700000000,47,47,"Fayette County, TN",2011,18726,16919,1807,9.6
CN4704900000000,47,49,"Fentress County, TN",2011,7488,6621,867,11.6
CN4705100000000,47,51,"Franklin County, TN",2011,19245,17416,1829,9.5
CN4705300000000,47,53,"Gibson County, TN",2011,23802,21044,2758,11.6
CN4705500000000,47,55,"Giles County, TN",2011,14280,12834,1446,10.1
CN4705700000000,47,57,"Grainger County, TN",2011,9984,8802,1182,11.8
CN4705900000000,47,59,"Greene County, TN",2011,30645,27100,3545,11.6
CN4706100000000,47,61,"Grundy County, TN",2011,5524,4828,696,12.6
CN4706300000000,47,63,"Hamblen County, TN",2011,28257,25144,3113,11
CN4706500000000,47,65,"Hamilton County, TN",2011,171245,157758,13487,7.9
CN4706700000000,47,67,"Hancock County, TN",2011,2425,2084,341,14.1
CN4706900000000,47,69,"Hardeman County, TN",2011,10156,8910,1246,12.3
CN4707100000000,47,71,"Hardin County, TN",2011,11431,10126,1305,11.4
CN4707300000000,47,73,"Hawkins County, TN",2011,25685,23098,2587,10.1
CN4707500000000,47,75,"Haywood County, TN",2011,8489,7298,1191,14
CN4707700000000,47,77,"Henderson County, TN",2011,13555,12022,1533,11.3
CN4707900000000,47,79,"Henry County, TN",2011,14417,12833,1584,11
CN4708100000000,47,81,"Hickman County, TN",2011,10869,9738,1131,10.4
CN4708300000000,47,83,"Houston County, TN",2011,3560,3157,403,11.3
CN4708500000000,47,85,"Humphreys County, TN",2011,8830,7892,938,10.6
CN4708700000000,47,87,"Jackson County, TN",2011,4739,4177,562,11.9
CN4708900000000,47,89,"Jefferson County, TN",2011,24259,21678,2581,10.6
CN4709100000000,47,91,"Johnson County, TN",2011,7513,6634,879,11.7
CN4709300000000,47,93,"Knox County, TN",2011,232694,216377,16317,7
CN4709500000000,47,95,"Lake County, TN",2011,2194,1926,268,12.2
CN4709700000000,47,97,"Lauderdale County, TN",2011,10627,9287,1340,12.6
CN4709900000000,47,99,"Lawrence County, TN",2011,19210,17176,2034,10.6
CN4710100000000,47,101,"Lewis County, TN",2011,5244,4557,687,13.1
CN4710300000000,47,103,"Lincoln County, TN",2011,15727,14663,1064,6.8
CN4710500000000,47,105,"Loudon County, TN",2011,22541,20551,1990,8.8
CN4710700000000,47,107,"McMinn County, TN",2011,23017,20409,2608,11.3
CN4710900000000,47,109,"McNairy County, TN",2011,10381,9189,1192,11.5
CN4711100000000,47,111,"Macon County, TN",2011,10316,9240,1076,10.4
CN4711300000000,47,113,"Madison County, TN",2011,48949,44320,4629,9.5
CN4711500000000,47,115,"Marion County, TN",2011,12487,11160,1327,10.6
CN4711700000000,47,117,"Marshall County, TN",2011,14399,12729,1670,11.6
CN4711900000000,47,119,"Maury County, TN",2011,41219,36932,4287,10.4
CN4712100000000,47,121,"Meigs County, TN",2011,4974,4371,603,12.1
CN4712300000000,47,123,"Monroe County, TN",2011,19549,17276,2273,11.6
CN4712500000000,47,125,"Montgomery County, TN",2011,77069,70384,6685,8.7
CN4712700000000,47,127,"Moore County, TN",2011,3330,3098,232,7
CN4712900000000,47,129,"Morgan County, TN",2011,8457,7530,927,11
CN4713100000000,47,131,"Obion County, TN",2011,15262,13381,1881,12.3
CN4713300000000,47,133,"Overton County, TN",2011,9993,8956,1037,10.4
CN4713500000000,47,135,"Perry County, TN",2011,3023,2665,358,11.8
CN4713700000000,47,137,"Pickett County, TN",2011,2428,2150,278,11.4
CN4713900000000,47,139,"Polk County, TN",2011,7411,6573,838,11.3
CN4714100000000,47,141,"Putnam County, TN",2011,34301,31202,3099,9
CN4714300000000,47,143,"Rhea County, TN",2011,13825,12245,1580,11.4
CN4714500000000,47,145,"Roane County, TN",2011,24391,22144,2247,9.2
CN4714700000000,47,147,"Robertson County, TN",2011,34042,31137,2905,8.5
CN4714900000000,47,149,"Rutherford County, TN",2011,143716,132121,11595,8.1
CN4715100000000,47,151,"Scott County, TN",2011,9133,7508,1625,17.8
CN4715300000000,47,153,"Sequatchie County, TN",2011,6079,5449,630,10.4
CN4715500000000,47,155,"Sevier County, TN",2011,49602,44566,5036,10.2
CN4715700000000,47,157,"Shelby County, TN",2011,450228,406712,43516,9.7
CN4715900000000,47,159,"Smith County, TN",2011,8841,7922,919,10.4
CN4716100000000,47,161,"Stewart County, TN",2011,5646,4935,711,12.6
CN4716300000000,47,163,"Sullivan County, TN",2011,74441,68171,6270,8.4
CN4716500000000,47,165,"Sumner County, TN",2011,84684,77922,6762,8
CN4716700000000,47,167,"Tipton County, TN",2011,28790,25775,3015,10.5
CN4716900000000,47,169,"Trousdale County, TN",2011,3753,3356,397,10.6
CN4717100000000,47,171,"Unicoi County, TN",2011,7887,7003,884,11.2
CN4717300000000,47,173,"Union County, TN",2011,7828,7020,808,10.3
CN4717500000000,47,175,"Van Buren County, TN",2011,2293,2020,273,11.9
CN4717700000000,47,177,"Warren County, TN",2011,17893,16038,1855,10.4
CN4717900000000,47,179,"Washington County, TN",2011,61139,56140,4999,8.2
CN4718100000000,47,181,"Wayne County, TN",2011,6797,6056,741,10.9
CN4718300000000,47,183,"Weakley County, TN",2011,16674,14747,1927,11.6
CN4718500000000,47,185,"White County, TN",2011,12454,11209,1245,10
CN4718700000000,47,187,"Williamson County, TN",2011,97109,91345,5764,5.9
CN4718900000000,47,189,"Wilson County, TN",2011,59897,55302,4595,7.7
CN4800100000000,48,1,"Anderson County, TX",2011,22178,20506,1672,7.5
CN4800300000000,48,3,"Andrews County, TX",2011,7784,7382,402,5.2
CN4800500000000,48,5,"Angelina County, TX",2011,38103,34997,3106,8.2
CN4800700000000,48,7,"Aransas County, TX",2011,9814,8926,888,9
CN4800900000000,48,9,"Archer County, TX",2011,4480,4199,281,6.3
CN4801100000000,48,11,"Armstrong County, TX",2011,1035,984,51,4.9
CN4801300000000,48,13,"Atascosa County, TX",2011,19884,18246,1638,8.2
CN4801500000000,48,15,"Austin County, TX",2011,14147,12995,1152,8.1
CN4801700000000,48,17,"Bailey County, TX",2011,3287,3034,253,7.7
CN4801900000000,48,19,"Bandera County, TX",2011,9176,8465,711,7.7
CN4802100000000,48,21,"Bastrop County, TX",2011,35705,32781,2924,8.2
CN4802300000000,48,23,"Baylor County, TX",2011,1861,1746,115,6.2
CN4802500000000,48,25,"Bee County, TX",2011,10593,9652,941,8.9
CN4802700000000,48,27,"Bell County, TX",2011,133430,122377,11053,8.3
CN4802900000000,48,29,"Bexar County, TX",2011,829332,767720,61612,7.4
CN4803100000000,48,31,"Blanco County, TX",2011,5414,5096,318,5.9
CN4803300000000,48,33,"Borden County, TX",2011,388,367,21,5.4
CN4803500000000,48,35,"Bosque County, TX",2011,8406,7685,721,8.6
CN4803700000000,48,37,"Bowie County, TX",2011,42325,38711,3614,8.5
CN4803900000000,48,39,"Brazoria County, TX",2011,158522,145399,13123,8.3
CN4804100000000,48,41,"Brazos County, TX",2011,99668,93461,6207,6.2
CN4804300000000,48,43,"Brewster County, TX",2011,4856,4577,279,5.7
CN4804500000000,48,45,"Briscoe County, TX",2011,722,676,46,6.4
CN4804700000000,48,47,"Brooks County, TX",2011,2693,2397,296,11
CN4804900000000,48,49,"Brown County, TX",2011,16377,15019,1358,8.3
CN4805100000000,48,51,"Burleson County, TX",2011,7762,7177,585,7.5
CN4805300000000,48,53,"Burnet County, TX",2011,20642,19204,1438,7
CN4805500000000,48,55,"Caldwell County, TX",2011,16853,15388,1465,8.7
CN4805700000000,48,57,"Calhoun County, TX",2011,10599,9667,932,8.8
CN4805900000000,48,59,"Callahan County, TX",2011,6014,5569,445,7.4
CN4806100000000,48,61,"Cameron County, TX",2011,165944,146311,19633,11.8
CN4806300000000,48,63,"Camp County, TX",2011,5680,5154,526,9.3
CN4806500000000,48,65,"Carson County, TX",2011,3420,3244,176,5.1
CN4806700000000,48,67,"Cass County, TX",2011,13316,11851,1465,11
CN4806900000000,48,69,"Castro County, TX",2011,4086,3874,212,5.2
CN4807100000000,48,71,"Chambers County, TX",2011,16806,15194,1612,9.6
CN4807300000000,48,73,"Cherokee County, TX",2011,22202,20340,1862,8.4
CN4807500000000,48,75,"Childress County, TX",2011,3080,2916,164,5.3
CN4807700000000,48,77,"Clay County, TX",2011,5511,5142,369,6.7
CN4807900000000,48,79,"Cochran County, TX",2011,1497,1366,131,8.8
CN4808100000000,48,81,"Coke County, TX",2011,1534,1444,90,5.9
CN4808300000000,48,83,"Coleman County, TX",2011,3400,3091,309,9.1
CN4808500000000,48,85,"Collin County, TX",2011,438356,407778,30578,7
CN4808700000000,48,87,"Collingsworth County, TX",2011,1305,1227,78,6
CN4808900000000,48,89,"Colorado County, TX",2011,10107,9297,810,8
CN4809100000000,48,91,"Comal County, TX",2011,54600,50722,3878,7.1
CN4809300000000,48,93,"Comanche County, TX",2011,5943,5487,456,7.7
CN4809500000000,48,95,"Concho County, TX",2011,1573,1498,75,4.8
CN4809700000000,48,97,"Cooke County, TX",2011,20350,19077,1273,6.3
CN4809900000000,48,99,"Coryell County, TX",2011,25647,23613,2034,7.9
CN4810100000000,48,101,"Cottle County, TX",2011,668,616,52,7.8
CN4810300000000,48,103,"Crane County, TX",2011,1918,1786,132,6.9
CN4810500000000,48,105,"Crockett County, TX",2011,1715,1597,118,6.9
CN4810700000000,48,107,"Crosby County, TX",2011,3004,2744,260,8.7
CN4810900000000,48,109,"Culberson County, TX",2011,1018,945,73,7.2
CN4811100000000,48,111,"Dallam County, TX",2011,4048,3865,183,4.5
CN4811300000000,48,113,"Dallas County, TX",2011,1211940,1110079,101861,8.4
CN4811500000000,48,115,"Dawson County, TX",2011,5220,4817,403,7.7
CN4811700000000,48,117,"Deaf Smith County, TX",2011,9621,9081,540,5.6
CN4811900000000,48,119,"Delta County, TX",2011,2631,2412,219,8.3
CN4812100000000,48,121,"Denton County, TX",2011,379268,353534,25734,6.8
CN4812300000000,48,123,"DeWitt County, TX",2011,9467,8836,631,6.7
CN4812500000000,48,125,"Dickens County, TX",2011,912,769,143,15.7
CN4812700000000,48,127,"Dimmit County, TX",2011,4911,4519,392,8
CN4812900000000,48,129,"Donley County, TX",2011,1811,1691,120,6.6
CN4813100000000,48,131,"Duval County, TX",2011,5213,4706,507,9.7
CN4813300000000,48,133,"Eastland County, TX",2011,8417,7751,666,7.9
CN4813500000000,48,135,"Ector County, TX",2011,72757,68142,4615,6.3
CN4813700000000,48,137,"Edwards County, TX",2011,990,923,67,6.8
CN4813900000000,48,139,"Ellis County, TX",2011,76840,70690,6150,8
CN4814100000000,48,141,"El Paso County, TX",2011,346916,312917,33999,9.8
CN4814300000000,48,143,"Erath County, TX",2011,20668,19377,1291,6.2
CN4814500000000,48,145,"Falls County, TX",2011,7184,6571,613,8.5
CN4814700000000,48,147,"Fannin County, TX",2011,15275,13972,1303,8.5
CN4814900000000,48,149,"Fayette County, TX",2011,12495,11750,745,6
CN4815100000000,48,151,"Fisher County, TX",2011,1940,1807,133,6.9
CN4815300000000,48,153,"Floyd County, TX",2011,3327,3063,264,7.9
CN4815500000000,48,155,"Foard County, TX",2011,667,616,51,7.6
CN4815700000000,48,157,"Fort Bend County, TX",2011,308200,285580,22620,7.3
CN4815900000000,48,159,"Franklin County, TX",2011,4756,4355,401,8.4
CN4816100000000,48,161,"Freestone County, TX",2011,8077,7423,654,8.1
CN4816300000000,48,163,"Frio County, TX",2011,7966,7432,534,6.7
CN4816500000000,48,165,"Gaines County, TX",2011,8497,8051,446,5.2
CN4816700000000,48,167,"Galveston County, TX",2011,149843,136198,13645,9.1
CN4816900000000,48,169,"Garza County, TX",2011,2222,2084,138,6.2
CN4817100000000,48,171,"Gillespie County, TX",2011,12431,11748,683,5.5
CN4817300000000,48,173,"Glasscock County, TX",2011,746,713,33,4.4
CN4817500000000,48,175,"Goliad County, TX",2011,3374,3148,226,6.7
CN4817700000000,48,177,"Gonzales County, TX",2011,9465,8864,601,6.3
CN4817900000000,48,179,"Gray County, TX",2011,9631,8951,680,7.1
CN4818100000000,48,181,"Grayson County, TX",2011,60151,55262,4889,8.1
CN4818300000000,48,183,"Gregg County, TX",2011,61052,56543,4509,7.4
CN4818500000000,48,185,"Grimes County, TX",2011,11622,10681,941,8.1
CN4818700000000,48,187,"Guadalupe County, TX",2011,66706,62243,4463,6.7
CN4818900000000,48,189,"Hale County, TX",2011,16230,14976,1254,7.7
CN4819100000000,48,191,"Hall County, TX",2011,1400,1275,125,8.9
CN4819300000000,48,193,"Hamilton County, TX",2011,3876,3622,254,6.6
CN4819500000000,48,195,"Hansford County, TX",2011,3041,2913,128,4.2
CN4819700000000,48,197,"Hardeman County, TX",2011,1874,1737,137,7.3
CN4819900000000,48,199,"Hardin County, TX",2011,26284,23691,2593,9.9
CN4820100000000,48,201,"Harris County, TX",2011,2109727,1938837,170890,8.1
CN4820300000000,48,203,"Harrison County, TX",2011,31536,28758,2778,8.8
CN4820500000000,48,205,"Hartley County, TX",2011,2809,2694,115,4.1
CN4820700000000,48,207,"Haskell County, TX",2011,3035,2867,168,5.5
CN4820900000000,48,209,"Hays County, TX",2011,83264,77502,5762,6.9
CN4821100000000,48,211,"Hemphill County, TX",2011,2386,2300,86,3.6
CN4821300000000,48,213,"Henderson County, TX",2011,35046,31967,3079,8.8
CN4821500000000,48,215,"Hidalgo County, TX",2011,326643,287651,38992,11.9
CN4821700000000,48,217,"Hill County, TX",2011,15887,14537,1350,8.5
CN4821900000000,48,219,"Hockley County, TX",2011,11352,10607,745,6.6
CN4822100000000,48,221,"Hood County, TX",2011,23621,21683,1938,8.2
CN4822300000000,48,223,"Hopkins County, TX",2011,16853,15575,1278,7.6
CN4822500000000,48,225,"Houston County, TX",2011,10651,9799,852,8
CN4822700000000,48,227,"Howard County, TX",2011,13245,12351,894,6.7
CN4822900000000,48,229,"Hudspeth County, TX",2011,1388,1272,116,8.4
CN4823100000000,48,231,"Hunt County, TX",2011,38438,34930,3508,9.1
CN4823300000000,48,233,"Hutchinson County, TX",2011,9915,9104,811,8.2
CN4823500000000,48,235,"Irion County, TX",2011,876,827,49,5.6
CN4823700000000,48,237,"Jack County, TX",2011,3712,3446,266,7.2
CN4823900000000,48,239,"Jackson County, TX",2011,7348,6875,473,6.4
CN4824100000000,48,241,"Jasper County, TX",2011,15056,13139,1917,12.7
CN4824300000000,48,243,"Jeff Davis County, TX",2011,1249,1185,64,5.1
CN4824500000000,48,245,"Jefferson County, TX",2011,115547,101984,13563,11.7
CN4824700000000,48,247,"Jim Hogg County, TX",2011,2330,2122,208,8.9
CN4824900000000,48,249,"Jim Wells County, TX",2011,19767,18144,1623,8.2
CN4825100000000,48,251,"Johnson County, TX",2011,72738,66895,5843,8
CN4825300000000,48,253,"Jones County, TX",2011,6137,5613,524,8.5
CN4825500000000,48,255,"Karnes County, TX",2011,4887,4494,393,8
CN4825700000000,48,257,"Kaufman County, TX",2011,51508,47242,4266,8.3
CN4825900000000,48,259,"Kendall County, TX",2011,16905,15845,1060,6.3
CN4826100000000,48,261,"Kenedy County, TX",2011,239,223,16,6.7
CN4826300000000,48,263,"Kent County, TX",2011,554,527,27,4.9
CN4826500000000,48,265,"Kerr County, TX",2011,21812,20311,1501,6.9
CN4826700000000,48,267,"Kimble County, TX",2011,2231,2088,143,6.4
CN4826900000000,48,269,"King County, TX",2011,288,276,12,4.2
CN4827100000000,48,271,"Kinney County, TX",2011,1272,1139,133,10.5
CN4827300000000,48,273,"Kleberg County, TX",2011,15388,14112,1276,8.3
CN4827500000000,48,275,"Knox County, TX",2011,1905,1791,114,6
CN4827700000000,48,277,"Lamar County, TX",2011,23388,21028,2360,10.1
CN4827900000000,48,279,"Lamb County, TX",2011,6727,6202,525,7.8
CN4828100000000,48,281,"Lampasas County, TX",2011,9134,8421,713,7.8
CN4828300000000,48,283,"La Salle County, TX",2011,3136,2917,219,7
CN4828500000000,48,285,"Lavaca County, TX",2011,9611,9021,590,6.1
CN4828700000000,48,287,"Lee County, TX",2011,8863,8271,592,6.7
CN4828900000000,48,289,"Leon County, TX",2011,7159,6517,642,9
CN4829100000000,48,291,"Liberty County, TX",2011,30816,27286,3530,11.5
CN4829300000000,48,293,"Limestone County, TX",2011,9575,8755,820,8.6
CN4829500000000,48,295,"Lipscomb County, TX",2011,1740,1658,82,4.7
CN4829700000000,48,297,"Live Oak County, TX",2011,5231,4908,323,6.2
CN4829900000000,48,299,"Llano County, TX",2011,8011,7371,640,8
CN4830100000000,48,301,"Loving County, TX",2011,66,62,4,6.1
CN4830300000000,48,303,"Lubbock County, TX",2011,145666,136634,9032,6.2
CN4830500000000,48,305,"Lynn County, TX",2011,3082,2872,210,6.8
CN4830700000000,48,307,"McCulloch County, TX",2011,4356,4089,267,6.1
CN4830900000000,48,309,"McLennan County, TX",2011,113321,104616,8705,7.7
CN4831100000000,48,311,"McMullen County, TX",2011,659,638,21,3.2
CN4831300000000,48,313,"Madison County, TX",2011,4682,4281,401,8.6
CN4831500000000,48,315,"Marion County, TX",2011,4425,3949,476,10.8
CN4831700000000,48,317,"Martin County, TX",2011,2348,2213,135,5.7
CN4831900000000,48,319,"Mason County, TX",2011,1963,1841,122,6.2
CN4832100000000,48,321,"Matagorda County, TX",2011,17813,15683,2130,12
CN4832300000000,48,323,"Maverick County, TX",2011,23955,20495,3460,14.4
CN4832500000000,48,325,"Medina County, TX",2011,20235,18674,1561,7.7
CN4832700000000,48,327,"Menard County, TX",2011,944,874,70,7.4
CN4832900000000,48,329,"Midland County, TX",2011,76562,72801,3761,4.9
CN4833100000000,48,331,"Milam County, TX",2011,10416,9321,1095,10.5
CN4833300000000,48,333,"Mills County, TX",2011,2170,2029,141,6.5
CN4833500000000,48,335,"Mitchell County, TX",2011,2941,2713,228,7.8
CN4833700000000,48,337,"Montague County, TX",2011,9596,8950,646,6.7
CN4833900000000,48,339,"Montgomery County, TX",2011,231622,214730,16892,7.3
CN4834100000000,48,341,"Moore County, TX",2011,11742,11157,585,5
CN4834300000000,48,343,"Morris County, TX",2011,5820,5100,720,12.4
CN4834500000000,48,345,"Motley County, TX",2011,593,551,42,7.1
CN4834700000000,48,347,"Nacogdoches County, TX",2011,30605,28398,2207,7.2
CN4834900000000,48,349,"Navarro County, TX",2011,23078,21149,1929,8.4
CN4835100000000,48,351,"Newton County, TX",2011,6050,5255,795,13.1
CN4835300000000,48,353,"Nolan County, TX",2011,7350,6816,534,7.3
CN4835500000000,48,355,"Nueces County, TX",2011,164259,150752,13507,8.2
CN4835700000000,48,357,"Ochiltree County, TX",2011,5101,4847,254,5
CN4835900000000,48,359,"Oldham County, TX",2011,979,935,44,4.5
CN4836100000000,48,361,"Orange County, TX",2011,39227,34566,4661,11.9
CN4836300000000,48,363,"Palo Pinto County, TX",2011,13476,12375,1101,8.2
CN4836500000000,48,365,"Panola County, TX",2011,11942,10933,1009,8.4
CN4836700000000,48,367,"Parker County, TX",2011,57311,53236,4075,7.1
CN4836900000000,48,369,"Parmer County, TX",2011,5283,5040,243,4.6
CN4837100000000,48,371,"Pecos County, TX",2011,7192,6746,446,6.2
CN4837300000000,48,373,"Polk County, TX",2011,17660,15954,1706,9.7
CN4837500000000,48,375,"Potter County, TX",2011,58694,55092,3602,6.1
CN4837700000000,48,377,"Presidio County, TX",2011,3789,3197,592,15.6
CN4837900000000,48,379,"Rains County, TX",2011,5166,4729,437,8.5
CN4838100000000,48,381,"Randall County, TX",2011,68026,64545,3481,5.1
CN4838300000000,48,383,"Reagan County, TX",2011,2014,1923,91,4.5
CN4838500000000,48,385,"Real County, TX",2011,1135,1020,115,10.1
